journal,abbreviation,year,contains_page,assignee,doi,comments,IF_5year,open,repro_inst,art_class,molecular,software_cite,software_avail,comp_mthds_avail,data_avail,software_used,category,bibtexkey,address,annote,author,booktitle,chapter,crossref,edition,editor,howpublished,institution,key,month,note,number,organization,pages,publisher,school,series,title,type,volume,url,issn,x.article.pm..title
Plant Health Progress,Plant Health Progress,2018,17,Kaique,10.1094/PHP-06-17-0034-RS,NA,NA,BOTH,2,Applied,FALSE,1,2,0,0,SigmaPlot,NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Plant Health Progress,Plant Health Progress,2017,118,Emerson,10.1094/PHP-12-16-0073-RS,NA,NA,BOTH,2,Applied,FALSE,2,2,0,0,SAS,NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Plant Health Progress,Plant Health Progress,2012,127,Zach,10.1094/php-2012-0402-01-rs,"No page numbers, articles selected at random",3.268,BOTH,2,Applied,FALSE,2,2,0,0,"Excel, Minitab",NA,NA,NA,NA,NULL,NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA,1,NA,69--84,NA,NA,NA,Sensitivity of Kansas Isolates of \textit{{Sclerotinia homoeocarpa}} to Boscalid,NA,51,NA,NA,NA
Plant Health Progress,Plant Health Progress,2013,16,Zach,10.1094/php-2013-0823-01-rs,"No page numbers, articles selected at random",NA,BOTH,2,Applied,FALSE,2,1,0,0,ASSESS,ARTICLE,Bonde_2013,NA,NA,"Morris R. Bonde, Cristi L. Palmer, Douglas G. Luster, Susan E. Nester, Jason M. Revell, Dana K. Berner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Scientific Societies,NA,NA,Sporulation Capacity and Longevity of \textit{{Puccinia horiana}} Teliospores in Infected \textit{{Chrysanthemum Leaves}},NA,NA,https://doi.org/10.1094%2Fphp-2013-0823-01-rs,NA,NA
Plant Health Progress,Plant Health Progress,2015,111,Adam,10.1094/php-2013-0922-01-rs,"No page numbers, articles selected at random",NA,BOTH,2,Applied,FALSE,3,2,0,0,SAS,NA,NA,NA,NA,"Marianne Powell, Jeremy Cowan, Carol Miles, Debra Ann Inglis",NA,NA,NA,NA,NULL,NA,NA,NA,sep,NA,NA,NA,NA,Scientific Societies,NA,NA,"Effect of a High Tunnel, Organic Cropping System on Lettuce Diseases in Western Washington",NA,NA,NA,NA,NA
Plant Health Progress,Plant Health Progress,2014,45,Emerson,10.1094/php-rs-14-0017,"No page numbers, articles selected at random",NA,BOTH,2,Applied,FALSE,1,2,0,0,Costat,ARTICLE,Matheron_2014,NA,NA,"Michael E. Matheron, Martin Porchas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Scientific Societies,NA,NA,Effectiveness of 14 Fungicides for Suppressing Lesions Caused by \textit{{Phytophthora capsici}} on Inoculated Stems of Chile Pepper Seedlings,NA,NA,https://doi.org/10.1094%2Fphp-rs-14-0017,NA,NA
Plant Health Progress,Plant Health Progress,2016,76,Zach,10.1094/php-rs-15-0044,"No page numbers, articles selected at random",NA,BOTH,2,Applied,FALSE,2,2,0,0,SAS,ARTICLE,Woods_2016,NA,NA,"Joanna L. Woods, David H. Gent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Scientific Societies,NA,NA,Susceptibility of Hop Cultivars to Downy Mildew: Associations with Chemical Characteristics and Region of Origin,NA,NA,https://doi.org/10.1094%2Fphp-rs-15-0044,NA,NA
Plant Health Progress,Plant Health Progress,2016,38,Adam,10.1094/php-rs-15-0050,"No page numbers, articles selected at random",NA,BOTH,2,Applied,FALSE,3,2,0,0,SAS,ARTICLE,Bockus_2016,NA,NA,"William W. Bockus, Erick D. De Wolf, Timothy C. Todd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Scientific Societies,NA,NA,Management Strategies for Barley Yellow Dwarf on Winter Wheat in Kansas,NA,NA,https://doi.org/10.1094%2Fphp-rs-15-0050,NA,NA
Plant Health Progress,Plant Health Progress,2017,15,Kaique,10.1094/PHP-RS-16-0050,NA,NA,BOTH,2,Applied,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Plant Pathology,Plant Pathol,2012,37,Emerson,10.1111/j.1365-3059.2011.02491.x,NA,2.723,BOTH,0,Applied,FALSE,2,2,0,0,SAS,NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Plant Pathology,Plant Pathol,2013,130,Adam,10.1111/j.1365-3059.2012.02626.x,NA,2.723,BOTH,0,Applied,FALSE,3,2,0,0,"INSTRUCT, POWERMARKER, PHYLIP",NA,NA,NA,NA,"J. A. Kolmera, A. Hanzalovab, H. Goyeauc, R. Baylesd, A. Morgounov",NA,NA,NA,NA,NULL,NA,NA,NA,feb,NA,1,NA,21--31,NA,NA,NA,Genetic differentiation of the wheat leaf rust fungus \textit{{Puccinia triticina}} in Europe,NA,62,NA,NA,NA
Plant Pathology,Plant Pathol,2013,90,Adam,10.1111/j.1365-3059.2012.02631.x,NA,2.723,BOTH,0,Applied,FALSE,3,2,0,0,SYSTAT,NA,NA,NA,NA,"M. V. Jaspersa, A. M. Seyba, M. C. T. Troughtb, R. Balasubramaniamc",NA,NA,NA,NA,NULL,NA,NA,NA,feb,NA,1,NA,130--138,NA,NA,NA,Overwintering grapevine debris as an important source of \textit{{Botrytis cinerea}} inoculum,NA,63,NA,NA,NA
Plant Pathology,Plant Pathol,2018,1,Kaique,10.1111/ppa.12725,"Original random number a review, selected next available article",2.563,BOTH,0,Applied,FALSE,2,2,0,0,SPSS,NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Plant Pathology,Plant Pathol,2014,24,Emerson,10.1111/ppa.12083,NA,2.723,BOTH,0,Applied,TRUE,3,3,0,0,R,NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Plant Pathology,Plant Pathol,2016,62,Emerson,10.1111/ppa.12389,NA,2.723,BOTH,0,Applied,TRUE,1,2,0,0,GenStat,NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Plant Pathology,Plant Pathol,2017,113,Emerson,10.1111/ppa.12550,NA,2.723,BOTH,0,Applied,FALSE,2,1,0,0,"Excel, JPM",NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Plant Pathology,Plant Pathol,2018,98,Kaique,10.1111/ppa.12706,NA,2.563,BOTH,0,Applied,FALSE,3,2,0,3,"POPULATIONS, R, POPGENE",NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Plant Pathology,Plant Pathol,2018,46,Kaique,10.1111/ppa.12721,Original random page number included in previous article. Next sequential article selected,2.563,BOTH,0,Applied,FALSE,2,2,0,0,"STATISTIX, PAST",NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Plant Pathology,Plant Pathol,2018,150,Kaique,10.1111/ppa.12724,NA,2.563,BOTH,0,Applied,FALSE,3,3,0,0,RSTAN,NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Plant Pathology,Plant Pathol,2012,144,Emerson,10.1111/j.1365-3059.2011.02503.x,NA,2.723,BOTH,0,Fundamental,FALSE,2,1,0,0,SPLUS,NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Plant Pathology,Plant Pathol,2013,64,Emerson,10.1111/j.1365-3059.2012.02625.x,NA,2.723,BOTH,0,Fundamental,TRUE,2,3,0,0,"Multilocus, Arlequin, PAUP, GenAlEx",NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Plant Pathology,Plant Pathol,2014,63,Emerson,10.1111/ppa.12058,NA,2.723,BOTH,0,Fundamental,TRUE,3,1,0,0,"MEGA, Clustal W, FindModel",NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Plant Pathology,Plant Pathol,2014,137,Adam,10.1111/ppa.12084,NA,2.723,BOTH,0,Fundamental,FALSE,3,2,0,0,SAS,NA,NA,NA,NA,"M. T. Mas, A. M. C. Verdu ́",NA,NA,NA,NA,NULL,NA,NA,NA,feb,NA,1,NA,140--147,NA,NA,NA,Within-population variation in resistance of \textit{{Digitaria sanguinalis}} to \textit{{Ustilago syntherismae}} resulting from different modes of seed germination and environment,NA,63,NA,NA,NA
Plant Pathology,Plant Pathol,2014,126,Adam,10.1111/ppa.12085,NA,2.723,BOTH,0,Fundamental,FALSE,2,2,0,0,SAS,NA,NA,NA,NA,"V. Trochab, K. Audenaertab, A. Vanheuleab, B. Bekaerta, M. Ho ̈fteb, G. Haesaert",NA,NA,NA,NA,NULL,NA,NA,NA,feb,NA,1,NA,129--139,NA,NA,NA,The importance of non-penetrated papillae formation in the resistance response of triticale to powdery mildew (\textit{{Blumeria graminis}},NA,63,NA,NA,NA
Plant Pathology,Plant Pathol,2015,24,Emerson,10.1111/ppa.12241,changed page from 25 to 24,2.723,BOTH,0,Fundamental,FALSE,2,1,0,0, Statgraphics Plus,NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Plant Pathology,Plant Pathol,2016,106,Zach,10.1111/ppa.12385,NA,2.723,BOTH,0,Fundamental,FALSE,2,2,0,0,SAS,NA,NA,NA,NA,NULL,NA,NA,NA,NA,NULL,NA,NA,NA,apr,NA,1,NA,104--113,NA,NA,NA,"Isolation, production and in vitro effects of the major secondary metabolite produced by \textit{{Trichoderma}} species used for the control of grapevine trunk diseases
",NA,65,NA,NA,NA
Plant Pathology,Plant Pathol,2016,11,Emerson,10.1111/ppa.12392,"Original random number a review, selected next article",2.723,BOTH,0,Fundamental,TRUE,2,3,0,2,"POPPR, FigTree, Popgene, Multilocus, GenAlEx, Polysat",NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Plant Pathology,Plant Pathol,2016,42,Emerson,10.1111/ppa.12401,NA,2.723,BOTH,0,Fundamental,TRUE,2,2,0,2,Statistica,NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Plant Pathology,Plant Pathol,2017,118,Emerson,10.1111/ppa.12541,NA,2.723,BOTH,0,Fundamental,TRUE,2,2,0,0,SAS,NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Plant Pathology,Plant Pathol,2017,48,Emerson,10.1111/ppa.12552,NA,2.723,BOTH,0,Fundamental,TRUE,1,2,0,0,"IMAGEJ, PHOTOSHOP",NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Plant Pathology,Plant Pathol,2017,87,Emerson,10.1111/ppa.12556,NA,2.723,BOTH,0,Fundamental,TRUE,2,3,0,0,"R, STATISTIX, MEGA",NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Plant Pathology,Plant Pathol,2017,14,Emerson,10.1111/ppa.12559,NA,2.723,BOTH,0,Fundamental,TRUE,2,3,0,0, MEGA,NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Plant Pathology,Plant Pathol,2018,43,Kaique,10.1111/ppa.12720,NA,2.563,BOTH,0,Fundamental,FALSE,2,2,0,0,SPSS,NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Revista Mexicana de Fitopatología,Rev Mex Fitopatol,2015,53,Emerson,NA,selected previous original article due to selected originaly being a review; direct link: http://www.rmf.smf.org.mx/Vol3312015/ArticulosCientificos/1410_3_2015.pdf,NA,TRUE,0,Applied,FALSE,2,2,0,0,SAS,NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Revista Mexicana de Fitopatología,Rev Mex Fitopatol,2012,145,Adam,NA,"No page numbers, picked second 2012 article available, direct link: http://www.rmf.smf.org.mx/DocumentosVolumenes/Escrito_30_2_2.pdf",NA,TRUE,0,Applied,TRUE,3,3,0,0,"Pregap and Gap, MEGA, BLASTN",NA,NA,NA,NA,"Isaí Betancourt Resendes, José Joaquín Velázquez Monreal, Juan Carlos Montero Castro, Sylvia Patricia Fernández Pavía, Héctor Lozoya Saldaña, Gerardo Rodríguez Alvarado",NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,"\textit{{Fusarium mexicanum}} Causal Agent of Mango Malformation in {Jalisco, Mexico}",NA,30,NA,NA,NA
Revista Mexicana de Fitopatología,Rev Mex Fitopatol,2013,66,Adam,NA,"No page numbers, picked first 2013 article available, direct link: http://www.rmf.smf.org.mx/DocumentosVolumenes/Escrito_31_1_1.pdf",NA,TRUE,0,Applied,FALSE,3,2,0,0,SAS,NA,NA,NA,NA,"Alejandro Casimiro Michel Aceves, Marco Antonio Otero Sánchez, Antonio Díaz Castro, Rubén Darío Martínez Rojero, Rafael Ariza Flores, Aristeo Barrios Ayala",NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"Biocontrol of Witches' Broom Disease in Mango with \textit{{Trichoderma}} spp., Under Field Conditions",NA,31,NA,NA,NA
Revista Mexicana de Fitopatología,Rev Mex Fitopatol,2012,114,Adam,NA,"No page numbers, picked first 2012 article available, direct link: http://www.rmf.smf.org.mx/DocumentosVolumenes/Escrito_30_2_1.pdf",NA,TRUE,0,Applied,FALSE,1,2,0,0,SAS,NA,NA,NA,NA,"Francisco Franco Navarro, Ignacio Cid del Prado Vera, María de la Luz Romero Tejeda",NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,Isolation and Parasitic Potential of \textit{{Pochonia chlamydosporia}} Against \textit{{Nacobbus aberrans}} on Bean,NA,30,NA,NA,NA
Revista Mexicana de Fitopatología,Rev Mex Fitopatol,2012,104,Emerson,NA,No page numbers or DOI direct link to random PDF from this year: http://rmf.smf.org.mx/DocumentosVolumenes/Escrito_30_1_1.pdf,NA,TRUE,0,Applied,FALSE,2,2,0,0,"SAS, Surfer, Excel",NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Revista Mexicana de Fitopatología,Rev Mex Fitopatol,2014,25,Adam,NA,"First four articles were not research articles, per se, picked first research article in 2014, direct link: http://www.rmf.smf.org.mx/Vol3222014/AR/32-2_05.pdf",NA,TRUE,0,Applied,FALSE,3,2,0,0,"SAS, Surfer, MorLloyd, Excel",NA,NA,NA,NA,"Elías Hernández-Sánchez, Gustavo Mora-Aguilera, Bertha Tlapal Bolaños, Esteban Rodríguez-Leyva, Dionicio Alvarado Rosales",NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,Effect of initial disease intensity of cactus black spot (\textit{{Opuntia ficus-indica}} in the temporal and spatial characterization,NA,32,NA,NA,NA
Revista Mexicana de Fitopatología,Rev Mex Fitopatol,2015,98,Zach,NA,Direct link: http://www.rmf.smf.org.mx/Vol3312015/NotasFitop/1407_1_2015.pdf,NA,TRUE,0,Applied,FALSE,2,1,0,0,"Image tools, SAS",NA,NA,NA,NA,NULL,NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Diagrammatic Scale Severity for Tar Spot Complex in Maize,NA,30,NA,NA,NA
Revista Mexicana de Fitopatología,Rev Mex Fitopatol,2012,18,Zach,NA,Direct link: http://www.rmf.smf.org.mx/DocumentosVolumenes/Escrito_30_1_2.pdf,NA,TRUE,0,Applied,TRUE,2,3,0,0,various phylogeny and Image Tools,NA,NA,NA,NA,NULL,NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA,1,NA,11-30,NA,NA,NA,"Quantitative Evaluation and Molecular Identification of Rhizobacteria from Tropical Region, Against \textit{{Colletotrichum gloeosporioides}}",NA,30,NA,NA,NA
Revista Mexicana de Fitopatología,Rev Mex Fitopatol,2018,22,Emerson,10.18781/R.MEX.FIT.1709-2,NA,NA,TRUE,0,Fundamental,TRUE,2,2,0,0,"CLC Main Workbench 7, TreeGraph",NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Revista Mexicana de Fitopatología,Rev Mex Fitopatol,2018,41,Kaique,10.18781/R.MEX.FIT.1710-3,NA,NA,TRUE,0,Fundamental,TRUE,2,2,0,0,SAS,NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tropical Plant Pathology,Trop Plant Pathol,2012,132,Zach,10.1007/s40858-014-0001-9,No publication in 2012. Selected first article in Dec. 2015,0.85,BOTH,1,Applied,FALSE,0,0,0,0,NA,NA,NA,NA,NA,NULL,NA,NA,NA,NA,NULL,NA,NA,NA,Dec,NA,1,NA,95--103,NA,NA,NA,The Host Status Of Coffee \textit{{Coffea arabica}} To \textit{{Ralstonia solanacearum}} Phylotype I Isolates,NA,40,NA,NA,NA
Tropical Plant Pathology,Trop Plant Pathol,2013,20,Emerson,10.1007/s40858-015-0004-1,"Only goes back to 2015, selected article from 2015 with page 20 contained",0.85,BOTH,1,Applied,FALSE,0,0,0,0,NA,NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tropical Plant Pathology,Trop Plant Pathol,2014,79,Emerson,10.1007/s40858-015-0010-3,No publication in 2014. Selected first article in Apr. 2015,0.85,BOTH,1,Applied,FALSE,2,2,0,0,SAS,NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tropical Plant Pathology,Trop Plant Pathol,2014,27,Zach,10.1007/s40858-015-0052-6,No publication in 2014. Selected second article in Dec. 2015,0.85,BOTH,1,Applied,FALSE,2,2,0,0, Statistica,NA,NA,NA,NA,NULL,NA,NA,NA,NA,NULL,NA,NA,NA,Oct,NA,6,NA,362--367,NA,NA,NA,Tillage system effect on the epidemic of soybean brown spot,NA,40,NA,NA,NA
Tropical Plant Pathology,Trop Plant Pathol,2017,72,Emerson,10.1007/s40858-018-0258-5,NA,0.85,BOTH,0,Applied,FALSE,1,3,0,0,R,NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tropical Plant Pathology,Trop Plant Pathol,2015,125,Adam,10.1007/s40858-015-0015-y,NA,0.85,BOTH,1,Fundamental,FALSE,3,3,0,0,"GPS Explorer, MASCOT",ARTICLE,Gao_2015,NA,NA,"Jin-Xin Gao, Tong Liu, Jie Chen, Ya-Qian Li",NA,NA,NA,NA,NA,NA,NA,NA,apr,NA,2,NA,119--126,Springer Nature,NA,NA,Identification of proteins associated with the production of methyl 5-(hydroxymethyl furan-2-carboxylate toxin in \textit{{Curvularia lunata}},NA,40,https://doi.org/10.1007/s40858-015-0015-y,NA,NA
Tropical Plant Pathology,Trop Plant Pathol,2014,111,Emerson,10.1007/s40858-015-0023-y,No publication in 2014. Selected article containing PN 111 in Apr. 2015,0.85,BOTH,1,Fundamental,TRUE,2,3,0,0,"TreeView, CorelDraw, RDP, DnaSP, DataMonkey Server",NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tropical Plant Pathology,Trop Plant Pathol,2017,56,Kaique,10.1007/s40858-016-0124-2,NA,0.993,BOTH,2,Fundamental,TRUE,2,2,0,3,"Clustal W,",NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tropical Plant Pathology,Trop Plant Pathol,2018,81,Emerson,10.1007/s40858-017-0182-0,NA,0.85,BOTH,0,Fundamental,TRUE,2,2,0,3,MrBayes,NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Virology Journal (Plant Viruses Section),Virol J,2013,25,Emerson,10.1186/1743-422x-10-173,Selected first article from 2013 in Plant Viruses section,3.068,TRUE,1,Applied,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Virology Journal (Plant Viruses Section),Virol J,2015,104,Emerson,10.1186/s12985-015-0332-2,Selected first article from 2015 in Plant Viruses section,3.068,TRUE,1,Applied,TRUE,0,0,NA,0,custom made not available,NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Virology Journal (Plant Viruses Section),Virol J,2016,67,Emerson,10.1186/s12985-015-0457-3,NA,3.068,TRUE,1,Applied,TRUE,2,3,0,3,"MEGA, RDP4",NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Virology Journal (Plant Viruses Section),Virol J,2016,47,Emerson,10.1186/s12985-015-0461-7,Selected first article from 2016 in Plant Viruses section,3.068,TRUE,1,Applied,TRUE,2,2,0,2,"MEGA, DNAStar",NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Virology Journal (Plant Viruses Section),Virol J,2013,75,Emerson,10.1186/1743-422x-10-200,Selected second article from 2013 in Plant Viruses section,3.068,TRUE,1,Fundamental,TRUE,0,0,NA,0,NA,NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Virology Journal (Plant Viruses Section),Virol J,2013,135,Emerson,10.1186/1743-422X-10-231,Selected third article from 2013 in Plant Viruses section,3.068,TRUE,1,Fundamental,TRUE,NA,NA,NA,0,NA,NA,NA,NA,NA,"Irfan Ali, Imran Amin, Rob W Briddon, Shahid Mansoor",NA,NA,NA,NA,NA,NA,NA,NA,jul,,NA,,231--,,,,Artificial microRNA-mediated resistance against the monopartite begomovirus Cotton leaf curl Burewala virus,NA,10,NA,NA,NA
Virology Journal (Plant Viruses Section),Virol J,2014,56,Zach,10.1186/1743-422x-11-19,Selected first article from 2014 in Plant Viruses section,3.068,TRUE,1,Fundamental,TRUE,2,2,0,0,Adobe Photoshop CS2,NA,NA,NA,NA,NULL,NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA,1,NA,19--,NA,NA,NA,Cocksfoot mottle virus coat protein is dispensable for the systemic infection,NA,11,NA,NA,NA
Virology Journal (Plant Viruses Section),Virol J,2014,98,Emerson,10.1186/1743-422X-11-55,Selected second article from 2014 in Plant Viruses section,3.068,TRUE,1,Fundamental,FALSE,2,1,0,0,SPSS,NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Virology Journal (Plant Viruses Section),Virol J,2014,100,Emerson,10.1186/1743-422x-11-66,Selected third article from 2014 in Plant Viruses section,3.068,TRUE,1,Fundamental,TRUE,2,3,0,0,"PAUP, FigTree",NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Virology Journal (Plant Viruses Section),Virol J,2014,109,Emerson,10.1186/1743-422x-11-81,Selected fourth article from 2014 in Plant Viruses section,3.068,TRUE,1,Fundamental,TRUE,1,2,0,2,Molecular Annotation System 3.0 (MAS 3.0),NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Virology Journal (Plant Viruses Section),Virol J,2015,110,Emerson,10.1186/s12985-015-0340-2,Selected second article from 2015 in Plant Viruses section,3.068,TRUE,1,Fundamental,TRUE,2,3,0,3,MEGA,NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Virology Journal (Plant Viruses Section),Virol J,2017,35,Emerson,10.1186/s12985-017-0716-6,5th article to match 35 pages,3.068,TRUE,1,Fundamental,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Virology Journal (Plant Viruses Section),Virol J,2017,90,Emerson,10.1186/s12985-017-0803-8,10th article of the year,3.068,TRUE,1,Fundamental,TRUE,1,3,0,0,Biovenn,NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Virology Journal (Plant Viruses Section),Virol J,2017,97,Emerson,10.1186/s12985-017-0810-9,11th article,3.068,TRUE,1,Fundamental,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Virology Journal (Plant Viruses Section),Virol J,2017,145,Emerson,10.1186/s12985-017-0833-2,NA,3.068,TRUE,1,Fundamental,TRUE,2,2,0,0,"SPSS, BioEdit",NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
