"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"6HB4EDZW","journalArticle","2015","Wang, Deya; Yu, Chengming; Wang, Guolu; Shi, Kerong; Li, Fan; Yuan, Xuefeng","Phylogenetic and recombination analysis of Tobacco bushy top virus in China","Virology Journal","","","10.1186/s12985-015-0340-2","https://doi.org/10.1186%2Fs12985-015-0340-2","","2015-07","2017-04-11 08:32:45","2017-04-11 08:32:45","","","","1","12","","","","","","","","","","","","","","","","","bibtex: Wang2015  bibtex[bdsk-url-1=https://doi.org/10.1186%2Fs12985-015-0340-2;bdsk-url-2=http://dx.doi.org/10.1186/s12985-015-0340-2]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"V6KVGNBW","journalArticle","2015","Jaramillo-Pineda, Juan; Guerrero-Olazarán, Martha; Fuentes-Garibay, José Antonio; Viader-, José Maŕia; Meza-Garćia, José Lorenzo; Morales-Ramos, Lilia Hortencia","la secuenciación de regiones espaciadoras transcritas internas de ADN ribosomal de estadios juveniles Identification of Meloidogyne species by sequencing of internal transcribed spacer regions of ribosomal DNA of juvenile stages","Rev. Mex. Fitopaloǵia","","","","http://www.scielo.org.mx/pdf/rmfi/v33n1/2007-8080-rmfi-33-01-00001.pdf","","2015","2017-04-11 08:32:45","2017-04-11 08:32:45","","1-11","","1","33","","","","","","","","","","","","","","","","","bibtex: Jaramillo-Pineda2015  bibtex[archiveprefix=arXiv;arxivid=ISSN 2007-8080;mendeley-groups=Reproducible Research;bdsk-url-1=http://www.scielo.org.mx/pdf/rmfi/v33n1/2007-8080-rmfi-33-01-00001.pdf]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CFSJK9K9","journalArticle","2015","Ruiz-Raḿirez, Rubicela; Hernández-Morales, Javier; Ayala-Escobar, Victoria; Soto-Rojas, Lauro; Leyva-Mir, Santos Gerardo; Hernández-Ruiz, Javier","Hongos Asociados a Cálices de Jamaica ( Hibiscus sabdariffa L .) Deshidratados y Almacenados en Guerrero , México Fungi Associated to Calyxes of Roselle ( Hibiscus sabdariffa L .) Dried and Stored in Guerrero , México","Rev. Mex. Fitopaloǵia","","","","","","2015","2017-04-11 08:32:45","2017-04-11 08:32:45","","12-30","","1","33","","","","","","","","","","","","","","","","","bibtex: Ruiz-Ramirez2015  bibtex[mendeley-groups=Reproducible Research]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EEDH9CZ4","journalArticle","2015","Lozano Alejo, Nanci; Guzmán-Plazola, Remigio A.; Mej́ia, Emma Zavaleta; Rincón, V́ictor Heber Aguilar; Escobar, Victoria Ayala","Etioloǵia y evaluación de alternativas de control de la marchitez del chile de árbol ( Capsicum annuum L .) en La Vega de Metzitlán , Hidalgo , México for wilt in chile de arbol ( Capsicum annuum L .)","Rev. Mex. Fitopaloǵia","","","","","","2015","2017-04-11 08:32:45","2017-04-11 08:32:45","","31-53","","1","33","","","","","","","","","","","","","","","","","bibtex: LozanoAlejo2015  bibtex[mendeley-groups=Reproducible Research]","","/Users/U8004755/Library/Application Support/Zotero/Profiles/pcdb6l1m.default/zotero/storage/C3TU5C98/1410-2Actualizado.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AKHHVD2V","journalArticle","2014","Cáceres, Isaura; de León, Rueda; Vargas, Rafael Colorado; Salas Muñoz, Erika; Muñoz Castellanos, Laila N; Ochoa, León Hernández","Actividad Antifúngica in vitro de Extractos Acuosos de Especias contra Fusarium oxysporum , Alternaria alternata , Geotrichum","Rev. Mex. Fitopatol.","","01853309","","","En el presente trabajo se evaluó la actividad antifúngica in vitro de extractos acuosos de especias de clavo (Eugenia caryophyllata) canela (Cinnamomum zeylanicum); y orégano mexicano (Lippia berlandieri) obtenidos mediante la técnica de hidrodestilación, contra seis de los principales hongos patógenos que atacan a los alimentos (Fusarium oxysporum, Alternaria alternata, Geotrichum candidum, Trichoderma spp., Penicillum digitatum y Aspergillus niger). La concentración ḿinima inhibitoria (CMI) se determinó utilizando la técnica de inhibición del crecimiento micelial y los componentes principales de los extractos acuosos obtenidos se evaluaron por HPLC. Los resultados obtenidos mostraron que el extracto acuoso de orégano presentó la mejor capacidad de inhibición de crecimiento radial del micelio con una concentración de 40 mg/L. Los principales constituyentes identificados en los extractos acuosos de las especies estudiadas fueron ácidos fenólicos, flavonoides, y compuestos volátiles (Eugenol, Timol y Carvacrol). (Spanish) [ABSTRACT FROM AUTHOR]","2014","2017-04-11 08:32:45","2017-04-11 08:32:45","","105-112","","2","31","","","","","","","","","","","","","","","","","bibtex: Caceres2014  bibtex[mendeley-groups=Reproducible Research]","","","","actividad; adicionales; a la; antifúngica; canela; caryophyllata; cinnamomum zeylanicum; clavo; de alimentos con relación; el tema de seguridad; eugenia; extractos acuosos; hongos patógenos","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INVQ6U8K","journalArticle","2013","Quezada-Salinas, Andrés; De León-Garcia de Alba, Carlos; Hernández-Anguiano, Ana Maŕia; Nava D́iaz, Cristian","Evaluación de Métodos de Inoculación de Semillas de Máiz con Sporisorium reilianum f. sp. zeae (Kûhn) Langdon &Fullerton","Rev. Mex. Fitopatol.","","","","","Resumen. El objetivo del presente trabajo fue desarrollar un método de inoculación con teliosporas del hongo Sporisorium reilianum f. sp. zeae en semillas de máiz que resulte en un alto y consistente porcentaje de infección de plántulas, e implementarlo en programas de selección de germoplasma resistente a este patógeno. Semillas de máiz susceptible a la enfermedad se inocularon con diferentes métodos que permitieron el contacto entre patógeno y hospedante (teliosporas-semilla). Las semillas inoculadas se sembraron en macetas con suelo estéril en condiciones de 25 ºC y fotopeŕiodo de 12 h luz. A 25 d después de la siembra se cuantificó el número de plántulas infectadas mediante la observación de micelio en el mesocotilo. Se determinó que 7 semillas inoculadas con una suspensión de 1.7 x 10 -1 teliosporas mL y 1% de carboximetilcelulosa de sodio, produjeron 93.3 y 96.6% de infección en plántulas de máiz susceptible del criollo Blanco de Toluca y del h́ibrido AS- 910, respectivamente. En plántulas infectadas se observó micelio intracelular en el parénquima del mesocotilo sin provocar śintomas visibles, en plantas adultas se presentó la formación de soros en la panoja y mazorca. La identidad del micelio presente en el mesocotilo se confirmó mediante la técnica de PCR usando los iniciadores espećificos SR1 y SR2.","2013","2017-04-11 08:32:45","2017-04-11 08:32:45","","80-90","","2","31","","","","","","","","","","","","","","","","","bibtex: Quezada-Salinas2013  bibtex[mendeley-groups=Reproducible Research]","","","","adicionales; carbón de la espiga; carboximetilcelulosa; el carbón de la; espiga del máiz; por; sin; sp; sphacelotheca; sporisorium reilianum f; teliosporas; zeae; zea mays; zea mays l","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"B789F8K9","journalArticle","2012","Navarro, Fransisco Franco; Cid del Prado Vera, Ignacio; de la Luz Romero Tejeda, Maŕia","Aislamiento y Potencial Paraśitico de un Aislamiento Nativo de Pochonia chlamydosporia en Contra de Nacobbus aberrans en Frijol Isolation and Parasitic Potential of Pochonia chlamydosporia Against Nacobbus aberrans on Bean","Rev. Mex. Fitopatol.","","","","","","2012","2017-04-11 08:32:45","2017-04-11 08:32:45","","101-114","","2","30","","","","","","","","","","","","","","","","","bibtex: Navarro2012  bibtex[mendeley-groups=Reproducible Research]","","","","Control biológico de nematodos; hongos nematófagos","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WHTTZ5UC","journalArticle","2012","Rodŕiguez Alvarado, Gerardo; Betancourt Resendes, Isai; Rodŕiguez Fernández, Rodrigo; Velázquez Monreal, Joaqúin José; Fernández Pav́ia, Sylvia Patricia; Gómez Dorantes, Nuria","Caracterización de Grupos de Compatibilidad Vegetativa de Fusarium mexicanum Causante de la Malformación del Mango en Jalisco , México Vegetative Compatibility Groups Characterization of Fusarium mexicanum Causing Mango Malformation in Jalisco , Mexico","Rev. Mex. Fitopatol.","","","","","","2012","2017-04-11 08:32:45","2017-04-11 08:32:45","","128-140","","2","30","","","","","","","","","","","","","","","","","bibtex: RodriguezAlvarado2012  bibtex[mendeley-groups=Reproducible Research]","","","","1992; adicionales; anastomosis; destructivas de este cultivo; enfermedades; enfermedades más; es una de las; frutales; gcv; heterocarión; kumar and beniwal; la; la malformación del mango; mutantes nit","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CFCUJFAJ","journalArticle","2012","Betancourt Resendes, Isái; Velázquez Monreal, José Joaqúin; Montero Castro, Juan Carlos; Fernández Pav́ia, Sylvia Patricia; Lozoya Saldaña, Héctor; Rodŕiguez Alvarado, Gerardo","Fusarium mexicanum Agente Causal de la Malformación del Mango en Jalisco , México","Rev. Mex. Fitopatol.","","0185-3309","","","Resumen. La malformación es una de las enfermedades más importantes del mango en el ámbito mundial. Varias especies de Fusarium han sido identificadas como agentes causales de esta enfermedad. Recientemente, una nueva especie, F. mexicanum, fue descrita causando malformación en huertas de mango de la región centro occidente de México; sin embargo, esta especie no ha sido detectada en áreas productoras del Golfo de México. Durante los últimos años, se ha presentado un incremento en las huertas de mango que presentan malformación en Jalisco, un estado localizado al norte del área donde F. mexicanum ha sido detectado. El objetivo de este trabajo fue identificar el patógeno causante de la malformación floral y vegetativa en Jalisco. Análisis morfológico y genético de los genes ß tubulina, EF-1á, e histona H3, mostró que todos los aislados estudiados fueron F. mexicanum. Se confirmó que este patógeno es la especie principal causante de la malformación del mango en los estados localizados en la región del Paćifico central. Análisis filogenéticos mostraron que F. mexicanum pudiera estar presente como poblaciones clonales cuya dispersión pudo haber ocurrido por medio de la comercialización de plantas de vivero contaminadas. F. mangiferae, F. sterilihyphosum y tipo F. subglutinans, especies causantes de la malformación en otros páises, no fueron detectadas en este estudio. Palabras","2012","2017-04-11 08:32:45","2017-04-11 08:32:45","","115-127","","2","30","","","","","","","","","","","","","","","","","bibtex: BetancourtResendes2012  bibtex[mendeley-groups=Reproducible Research]","","","","cultivos tropicales; enfermedades fungosas; M. indica","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"S8RTRXS8","journalArticle","2017","Rodríguez, Víctor M.; Santiago, Rogelio; Malvar, Rosa Ana; Butrón, Ana","Inducible Maize Defense Mechanisms Against the Corn Borer Sesamia nonagrioides: A Transcriptome and Biochemical Approach","Molecular Plant-Microbe Interactions","","","10.1094/MPMI-06-11-0154","http://dx.doi.org/10.1094/MPMI-06-11-0154","","2017-04-10","2017-04-11 08:32:45","2017-04-11 08:32:45","","61-68","","1","25","","Molecular Plant-Microbe Interactions","","","","","","","","","","","","","","","bibtex: Rodriguez:2011aa  bibtex[da=2012/01/01;date-added=2017-04-11 08:26:19 +0000;date-modified=2017-04-11 08:26:19 +0000;journal1=MPMI;m3=doi: 10.1094/MPMI-06-11-0154;ty=JOUR;year=2011;year1=2011;bdsk-url-1=http://dx.doi.org/10.1094/MPMI-06-11-0154]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PQZ5TE9X","journalArticle","2017","Gonzalez-Ibeas, Daniel; Cañizares, Joaquin; Aranda, Miguel A.","Microarray Analysis Shows That Recessive Resistance to Watermelon mosaic virus in Melon Is Associated with the Induction of Defense Response Genes","Molecular Plant-Microbe Interactions","","","10.1094/MPMI-07-11-0193","http://dx.doi.org/10.1094/MPMI-07-11-0193","","2017-04-10","2017-04-11 08:32:46","2017-04-11 08:32:46","","107-118","","1","25","","Molecular Plant-Microbe Interactions","","","","","","","","","","","","","","","bibtex: Gonzalez-Ibeas:2011aa  bibtex[da=2012/01/01;date-added=2017-04-11 08:26:19 +0000;date-modified=2017-04-11 08:26:19 +0000;journal1=MPMI;m3=doi: 10.1094/MPMI-07-11-0193;ty=JOUR;year=2011;year1=2011;bdsk-url-1=http://dx.doi.org/10.1094/MPMI-07-11-0193]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"S6KBX5UB","journalArticle","2017","Maier, Tom R.; Hewezi, Tarek; Peng, Jiqing; Baum, Thomas J.","Isolation of Whole Esophageal Gland Cells from Plant-Parasitic Nematodes for Transcriptome Analyses and Effector Identification","Molecular Plant-Microbe Interactions","","","10.1094/MPMI-05-12-0121-FI","http://dx.doi.org/10.1094/MPMI-05-12-0121-FI","","2017-04-10","2017-04-11 08:32:46","2017-04-11 08:32:46","","31-35","","1","26","","Molecular Plant-Microbe Interactions","","","","","","","","","","","","","","","bibtex: Maier:2012aa  bibtex[da=2013/01/01;date-added=2017-04-11 08:26:19 +0000;date-modified=2017-04-11 08:26:19 +0000;journal1=MPMI;m3=doi: 10.1094/MPMI-05-12-0121-FI;ty=JOUR;year=2012;year1=2012;bdsk-url-1=http://dx.doi.org/10.1094/MPMI-05-12-0121-FI]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
